Collection,Asset,Primary Owner,Second Owner,Sys Admin,Label,STIGs,Benchmarks,Assessed,Submitted,Accepted,Rejected,CAT3,CAT2,CAT1
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM104-Rack4,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM104-RackDistro,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM104-REMOTE,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM104-tempDISTRO,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM104-TESTC2960X,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM104-TESTC9300,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM105,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM200B-LAB1,Ryan Nario,,,,2,"Cisco_IOS_Switch_NDM_STIG,Cisco_IOS_Switch_L2S_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM200B-LAB2,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_NDM_STIG,Cisco_IOS_XE_Switch_L2S_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM204,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B111-RM204-TEST3650,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B113-RM114,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B114-RM200,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B115-RM108,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B115-RM121,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B116-RM100-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_Switch_NDM_STIG,Cisco_IOS_Switch_L2S_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B116-RM118,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B117-RM102,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1170-RM171,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1170-RMM03,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171-RM106,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171-RM110,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171-RM117,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171-RM120,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171-RM154-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171-RM206,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171-RM309,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171AB-RM200,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171C-RM100,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1171HB-RMM1,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1176-RM115,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1176-RM171A,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1176-RM195C,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B119-RM113,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B119-RM209B,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B123-RMM02,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B124-RMM1,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1246-RM100A,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1246-RM207,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1251-RM106,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1252-RMC1,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1258-RM134,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1258-RM141,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1258-RM245,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1258-RM284,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1259-RM125,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1259-RM250,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1259-RM280,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B126-RM103,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1272-RM103,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B130-RM102,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1302-RM126,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1302-RM208B,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1302-RM214A,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1318-RM108,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1319-RM110,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1319-RM124,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1319-RM217,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1319-RM317,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1319-RMB08,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1319-RMB18-LENEL1,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1319-RMB20,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM102,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM150,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM166,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM244,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM348,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM386A,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM429A-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_Switch_NDM_STIG,Cisco_IOS_Switch_L2S_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM444,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM539,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM566B-LENEL1,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1320-RM570-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1341-RMHUT,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1341-RMHUT-DISTRO,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1346-RM113,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1346-RM206,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1346-RM308-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_Switch_NDM_STIG,Cisco_IOS_Switch_L2S_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1346-RM405,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1349-RMHUT-DISTRO,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1350-RMHUT,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1350-RMHUT-DISTRO,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1351-RM109,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1351-RM207,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1351-RM307,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1351-RM407,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-CONEX1-LENEL1,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-CONEX2-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM126,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM226,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM258,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM260,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM326,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM358,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM426,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1371-RM458,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1404-RM118,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1404-RM209,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B1404-RM306,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B148-RM101B,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B148-RM206,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B149-RM101A,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B149-RM108-LENEL2,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B162-RM112,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B165-RM102,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B2-RM109,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B3-RM101,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B3-RM109-SW2,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B4-RM100,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B4-RM102,Ryan Nario,,,,2,"Cisco_IOS_Switch_L2S_STIG,Cisco_IOS_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B4-RM112,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B447-RM120,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B47-RM119B,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B47-RM122,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B47-RMBayC-East,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B47-RMBayD-West,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B5-RM102,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B5-RM102-SW2,Ryan Nario,,,,2,"Cisco_IOS_Switch_NDM_STIG,Cisco_IOS_Switch_L2S_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPML-B6-RM103,Ryan Nario,,,,2,"Cisco_IOS_XE_Switch_L2S_STIG,Cisco_IOS_XE_Switch_NDM_STIG",100%,100%,100%,0%,0,0,0
